od,cv
0.8060413361787796,0.03454932565141732
0.8048208433389664,0.04298064784349827
0.7302382739186287,0.07833618200559755
1.1928315060734749,0.04148947979705581
1.1982163551449776,0.040361295192081245
1.2005128341317175,0.04449189346385933
1.2024901406168935,0.041513809381011395
1.1500132201910018,0.039272526357322986
1.1489122310876847,0.053938598887024826
1.0789276082515715,0.0672894716633485
1.1459265351295471,0.03950281612316878
1.1500895270705225,0.04168522478951863
1.083146685361862,0.0369546811081296
1.0821426899433135,0.041154369110798686
1.0959498814940452,0.0436182808268475
1.0939758756756783,0.03964334327930252
1.0983120883703232,0.03787032749125733
1.0852571988105777,0.042492814072077195
1.0809735140800476,0.04144679146421379
1.075143586397171,0.045248958242870015
1.0913228800296784,0.04753393330230488
1.013324841916561,0.05586877057562794
1.1085662862062455,0.04513551712070378
1.1475716275572776,0.04418459826585492
1.0087117535471917,0.04179712710165603
0.8846768857836723,0.035594614267501386
0.873657148361206,0.03692718616198386
0.8758379356265068,0.03779982000674583
0.8759188795685768,0.05799628731199714
0.9243316571116448,0.033246625728082776
0.929385319530964,0.036531261801685526
0.9266289511322976,0.036162084837158666
1.2255030336380004,0.045577986511838135
1.366284169793129,0.06923544655301518
1.2304229945540428,0.04479477757939793
1.4050317878723144,0.05667012853622317
1.3603826357126236,0.06712542627088462
1.257069869875908,0.05212344286386253
1.3448013755083084,0.057476084004450124
1.2771587941646576,0.054643672423864156
1.2317657492160796,0.04297589908652289
0.8060981408059597,0.05733319014130421
0.8069417273402214,0.05742187897393605
0.8154464694857597,0.048444088568712795
0.8246176886558533,0.042043273167378485
1.0123094063997269,0.04291147010605662
0.8399377722144127,0.03172044857683342
0.8381495646238327,0.03202322481785323
0.8311661223173141,0.0419253202856887
0.8882957609891892,0.047773174437573236
0.9238579415082931,0.0775450452412946
0.8156579572558403,0.034390112579306846
0.8235087440609932,0.03179602890200163
0.8176904120445252,0.03553647680128605
0.8130699031949044,0.03679969119017923
0.8098714535236359,0.03982616870674622
0.807009016752243,0.04670022006769239
0.8344624969363212,0.03127532415052857
0.8265231393575668,0.037924410726844264
0.8827995318770409,0.02991103367147303
0.8374182341098786,0.03525478742005414
0.8467896883487701,0.03146594053827592
0.8521129230856895,0.03426418790538906
0.7601854227781296,0.050114087312102575
0.7609686213731766,0.047074908277320346
0.7602732287347317,0.0618886123069522
0.7525223706960678,0.050316600347115575
0.7564408499002456,0.04457672432323258
0.7522498605251312,0.0472542651410263
0.7514032528400422,0.052088303038639004
0.7525154373645783,0.04840231647177992
0.7293656415343285,0.05342753105424793
0.741908345580101,0.055711458883778195
0.7480347573161125,0.05452953023210744
0.7506025811433792,0.061379535752960665
0.7249081152081489,0.048634875620620834
0.861800396323204,0.03581868571823406
0.7320687988400459,0.0482411609162754
0.7165735241174698,0.052690246184298024
0.7008923665285111,0.06119504775966191
0.6856868116855621,0.06920673920578309
0.6934099243283272,0.07397605099132393
0.6899020631313324,0.058125222864231635
0.6755821668505668,0.05502491228722049
0.7040323668718338,0.07827999814574953
0.6963518254160881,0.053288710711708695
0.6904739556908608,0.07212758897081958
0.6908667114377022,0.07046158443812675
0.6890197319090366,0.07584473621429422
0.6861873365044594,0.07136667053957042
0.6824956547617912,0.05681294655776094
0.6881250142455101,0.057193385325721706
0.6820922726392746,0.06782421723950774
0.6837239007651806,0.0701513897824492
0.6814895048737526,0.06438425699805611
0.6767482902705669,0.08100461458630982
0.6866831119656562,0.05955724199426419
0.6705046406686306,0.0727818640035765
0.6673477902710437,0.06815752763731146
0.6751546673476696,0.0734534544513756
0.6734753398895263,0.07659943097343641
0.6531251991391182,0.0810126248983619
0.538820527613163,0.12568398431526928
0.5180271820724011,0.1464900432078909
0.526212979465723,0.14698327970413536
0.5138693785071373,0.14721765942170548
0.5026508486270904,0.1715882830698647
0.5011336479485035,0.1510950653999601
0.4632114355564117,0.15145610463618572
0.4845721246004104,0.16142780562989725
0.4929231603443622,0.16154581072417806
0.4733135811686516,0.17389556301427983
0.4859685897231102,0.16528418969102243
0.4923281644582748,0.16247681663375724
0.4853370993733406,0.16283505213341143
0.4847530218064785,0.16999826822150543
0.4850582990348339,0.1588596317849614
0.4950740062594413,0.14656372538191556
0.4918252171278,0.1589548739253168
0.4942586251497268,0.18316918222297074
0.4763061425983906,0.14133223861043348
0.4940046305656433,0.13537476658986064
0.4685371381044387,0.15656361137688213
0.4757709348201752,0.17176086674867866
0.4749500008821487,0.14675322691240705
0.4885448789000511,0.13240196648062957
0.4889660045802593,0.17533683244294274
0.491076229006052,0.15139892682189007
0.4822441853284835,0.15100333303122648
0.4994784452915192,0.17488232672295426
0.4790850085318088,0.13869278452163725
0.47636261048913,0.14911496774229197
0.4807774710357189,0.184544542213515
0.4736978259682655,0.15733763849905663
0.4728751013576984,0.15377316515593087
0.4765349513292312,0.1541910628641258
0.4669914709031582,0.13804363261353716
0.4734234498739242,0.1593791403250309
0.4666048014163971,0.17313247318005381
0.463508511185646,0.1537673750803523
0.471629909068346,0.15738148817279207
0.4737617267370224,0.17139106127873455
0.4187861905992031,0.1798944374566332
0.4228227761387825,0.19603182165461497
0.432050653129816,0.19160908683033626
0.4798545177876949,0.13856154605932297
0.4270106549859047,0.20273866258211137
0.395127942353487,0.23102155814480002
0.4385532003045082,0.18006060390862494
0.4099851630628109,0.19806245796451763
0.4222456330060959,0.1977643771353082
0.4068257988393307,0.23730805110202247
0.4504176706075668,0.19966070684532977
0.4635005474686622,0.15362685964467396
0.4717893549203872,0.14146948373915427
0.4424757113456726,0.19537852881943862
0.4144704886972904,0.19240526628907448
0.4295762275457382,0.1859395746494395
0.4386501362919807,0.1779966604127391
0.4189995592534542,0.20611433885597538
0.4075981076061725,0.21824340769528144
0.4256598989367485,0.17897008433730993
0.3869970771074295,0.2667237651237844
0.3915938649475574,0.21810255135343262
0.4013137490451336,0.21925745698308835
0.3959694674909115,0.21693615827615123
0.3928500739634037,0.23054352283935153
0.4059050738811492,0.197828535705881
0.4862268663942813,0.13081150556606402
0.4251564001441001,0.19636280174766743
0.4574355819821358,0.16336900424278988
0.7077520459294319,0.0719808470311927
0.7333824980258942,0.06375563054044903
0.7182275903820992,0.058044396992059835
0.6876972054839134,0.07411388444079861
0.7313812562823295,0.056879867745968093
0.5230900866985321,0.14332927599235556
0.811586820602417,0.035258368911453807
0.7660816240906715,0.06303490700784063
0.7921932408511638,0.06304003675130679
0.7596116021871567,0.06666073756048264
0.7514953235983849,0.05073623740570732
0.7857965403199196,0.04529695597863095
0.7629910662174225,0.04591943196221879
0.7269292167425155,0.059166975105154396
0.7803144204616547,0.05066158776621524
0.7682835287451744,0.056565623843185336
0.6888278545737266,0.056406153261677174
0.7834662245512009,0.05969383387852468
0.8071171579360962,0.03130334049472382
0.7308081366121769,0.05631714850889583
0.8135399979352951,0.04317396147964254
0.8154977632761001,0.033131606510739944
0.8101087569594383,0.03236872040980842
0.8085617366433143,0.030468521890539182
0.8082263007760048,0.039115057586373556
0.8100725217461586,0.039325775974436164
0.7738655463457108,0.04595746168610214
0.8265758808851242,0.03718263243009359
0.7912071629762649,0.04727879216759652
0.8023802996277809,0.03624233543408629
0.8098526830077172,0.03564829576425444
0.8164213719367981,0.03063045322532321
0.8321845418214798,0.03643829152361673
0.8135170745849609,0.029582122847207893
0.8130045517086982,0.028680670532185936
0.8179606127738953,0.04574352318553329
0.813757070362568,0.028290698196154287
0.806793669462204,0.030122247449305625
0.8107165232300758,0.03908656546844886
0.7850946998000145,0.06711464709800952
0.8814199672341346,0.03251731532321388
0.8905343318581581,0.03148338266191063
0.8822804257273674,0.0352089046468016
0.8879960868358612,0.0403092318755505
0.9023540015220642,0.033036517470147526
0.8647214350104332,0.036237622656862124
0.8647713211774826,0.03487388628984864
0.869704357266426,0.039815428694219626
0.7837792662978172,0.03570836398901273
0.7651411375999451,0.041725578463415236
0.7715218102931977,0.05243219587721389
0.7998714828491211,0.046700688576012714
0.7823194116055966,0.05377107092196875
0.7686310239434242,0.04856437813965465
0.7933456694483757,0.044836728990075576
0.8340542719960212,0.04120663842327247
0.7887430587410926,0.041351385218535
0.8251804900169373,0.05050279408692518
0.7823532574176788,0.04051935014738505
0.9511266024708748,0.03340547038488459
0.9476256749629974,0.0409911194838335
0.9436602767705916,0.03466993268692476
0.9430654047131538,0.03478843113775076
0.9548957983851432,0.03942855498513353
0.8976649601459503,0.050849255249955885
0.9432150954008104,0.0335686139837453
0.938047345519066,0.027826375272884413
0.934402128636837,0.03339038487195768
1.4470199031829831,0.051881828016697086
1.123620193064213,0.042738980790594516
1.2107741500139235,0.047689545972110566
1.0263831586241725,0.049582330684157204
1.135180707335472,0.05318016362285414
1.2793187574744225,0.04693221479829863
1.1311102260947228,0.05188414850152003
1.0959170588850975,0.04276188891129767
1.096189929127693,0.03795304160825734
1.10012138235569,0.043368954148139266
1.105005124926567,0.04278143737898154
1.3994033811092377,0.048794387472486406
1.4023481943011284,0.050992261368026315
1.3987008064985276,0.04815545040147369
1.399037027478218,0.05059931542125453
1.0388488391041757,0.04079421386331774
0.9434145500659944,0.040371895594738264
0.9239800494909286,0.042323871151778734
0.917167854845524,0.04475269179430096
1.008565747976303,0.044049106982736175
0.9141344913244248,0.04783004793525458
0.8685995551347733,0.031907245635270164
0.8153633130490779,0.035378555250433
0.8635347737669945,0.03496516891407013
0.8323201912045479,0.034844480542159564
0.8391566408872604,0.03441606659794766
0.8260131641030312,0.03132329848579244
0.8209239494800568,0.03372292161271078
0.8294791108369828,0.031864236406595685
0.9707714121937752,0.040321202001595564
0.8522555626630783,0.04410732403826646
0.8811008585393428,0.04024935073133557
0.791773433148861,0.05514778837688641
0.9658384427428246,0.04122343674502398
0.9670433216691016,0.03064749817579549
0.9475306943058968,0.035079920699548406
0.8801747154593468,0.039036653706682245
0.893494987666607,0.032995818820929945
0.9519272132515908,0.028789719539226967
0.9899386380314829,0.03525195016827333
0.987452142059803,0.03416870563282955
1.0100729610919952,0.037759168738819494
1.020369670152664,0.03793566528374818
1.0228954354524613,0.04426627831624972
1.0385829520821572,0.04698809015744097
1.0033723154067993,0.06067988700818376
0.9452696977257729,0.03148252092449319
0.9498024426698684,0.03703075411863531
0.9536641687452792,0.039075021054141984
0.9517798274159432,0.03229701494016659
0.950351899266243,0.03477060997731175
0.9574251365065576,0.033225875274536014
0.9075433278679848,0.037402381814923204
0.892713685810566,0.03667954984481727
0.8968975365161895,0.03221486916685901
0.9214930480122566,0.033117134015443264
0.926026171386242,0.030032397177878603
0.9312576161026954,0.03476346450624985
0.9623751705884932,0.037224198245110286
0.9431187734007836,0.040908304229576094
0.9382086530923844,0.032243831339541555
0.9421073060631752,0.03437032068394208
0.9492907330393792,0.03343227656025982
0.9769638196229936,0.03582841060983952
0.9502625160813332,0.03342876612164215
0.963827248096466,0.03755157933212431
0.9712423840761184,0.03219722846916172
1.3818820760250092,0.05151931719544023
1.2467038997411728,0.04614079674349498
1.240466721534729,0.041233383016135036
1.233033273756504,0.04053210574639627
1.2488753765821456,0.04545329617178573
1.2413161781430244,0.04197624747847093
1.243018221139908,0.04009664335155684
1.2443615260124206,0.043233386275484155
1.2433506677746773,0.04284274056770012
1.251211584687233,0.03996932218659172
1.2502709985971452,0.04436416095803268
1.2162800489664078,0.04292592420020627
1.230203451871872,0.0394926369039106
1.2157766042947769,0.0460571380238931
1.0927674067020416,0.05018883616596609
1.1608861857652664,0.04889796435032883
1.159229615688324,0.05693795987211312
1.210204614043236,0.04977720253479568
1.1625149992108346,0.05368953562777532
1.0387344342470168,0.06336986465815725
1.297971272587776,0.07318619140506595
1.093519529223442,0.039063281532683285
1.090043873846531,0.038217718776337374
0.7481720280051232,0.051046885105363066
0.6861021634340286,0.06346202358467738
0.6906841280460357,0.07047786462405185
0.6970975910425186,0.07164578555243138
0.6966282124817371,0.07246491485136831
0.7155264392495155,0.07081066216909092
0.7733571187853813,0.05559927387428167
0.7688657383918762,0.052949909726082225
0.7339036315977573,0.059806857612354304
0.6863897729218006,0.07908182434174285
0.6892235645651817,0.06836132011764855
0.7517152321338654,0.06290538944554053
0.7161301282048226,0.07153947244195416
0.7112002719044686,0.06653752098683678
0.7281166220009327,0.06076887459189638
0.6945715242028236,0.054729632010599584
0.6858006743192673,0.07066667564949759
0.7204397548437118,0.06974345790228412
0.6863748766183854,0.07169247823933333
0.6859429389834404,0.08217113108259465
0.7510182102322578,0.05208074060505836
0.5533204485476017,0.12030461865586702
0.5441005156934261,0.1379618441381482
0.5330478031635284,0.13540850965568066
0.5489143323004245,0.12493828342655129
0.5619043661355972,0.12419846378168939
0.5033014457523822,0.14375473096766014
0.5470133680403233,0.1181911708018661
0.5391054731011391,0.1278161403157046
0.5035042228698731,0.1370576309240959
0.506036243379116,0.1450116383000365
0.5013791615068912,0.13820351999023023
0.505272933959961,0.1300106312886156
0.520781907260418,0.14913681326890585
0.525062132537365,0.1310742076471548
0.5476261864900589,0.12514010454106184
0.4889676661491394,0.15642946715260186
0.4894259192049503,0.16509946342706958
0.5307958179414273,0.1326392825639209
0.5547442513108254,0.12234751214392879
0.5500185379981994,0.13960699350778658
0.4777761695981026,0.14767802195323537
0.4980667937397957,0.1448910197563389
0.4714473811388016,0.15143995899899038
0.4686527702510357,0.1898260863852028
0.4064569525122642,0.1920502967817015
0.4172994767725467,0.20075838359487724
0.4396053484976291,0.18673329172808806
0.4450189579427242,0.1652782089656705
0.4456093516647815,0.16954865646748082
0.428651265412569,0.17300439702835743
0.4500182417929173,0.17969737591415644
0.4540095633864403,0.19404034351611288
0.4493254945576191,0.15293346117733436
0.4496389092206955,0.18119909721827715
0.4261967862248421,0.1882546217977318
0.4529842455089092,0.1948389215346732
0.4525525461733341,0.17736527275170572
0.4468491369783878,0.17390532624793137
0.440682662576437,0.18332710310332784
0.4386921225488185,0.17029753309826556
0.7706727004051208,0.04111297295499189
0.7295615356266498,0.07039771813495839
0.7673229098320007,0.04860322529841121
0.7959418938159942,0.04269575329153608
0.8144148929715157,0.03422548359786673
0.8126030391454697,0.03425545336541594
0.8088750520944595,0.035150519566652424
0.8129135544896126,0.0333460761222235
0.7996362845897674,0.04158186184061812
0.8019987755119801,0.04295563831991248
0.8114312845468521,0.03210979302550109
0.8198150133490563,0.034965742233765106
0.8178840672373772,0.03898702272377948
0.8139187769889832,0.03354624268379973
0.8222815257310867,0.03344248352111358
0.6100344041883945,0.11793975984533668
0.7601645003557205,0.0637270091806701
0.7656373324990272,0.046977790613040936
0.7874536328911781,0.0536307364569247
0.8123222430944442,0.039713673917088556
0.7972001531124115,0.04624634683043578
0.7616886331439018,0.044545048791160294
0.771795547246933,0.04421516091905738
0.7898699626326561,0.04470031652897224
0.8004503574967384,0.04243615248342532
0.8096266264915466,0.03145287927387178
0.8717745621800422,0.09119767613321811
0.7757478526234627,0.062375249805249035
0.7925527482032776,0.05948611194708167
0.7789271204471588,0.04354186432295382
0.8009166274666786,0.040798797566969816
0.8147333820462227,0.036471591410007775
0.8154705233573913,0.0336129588397976
0.8225954771339893,0.03763504245279689
0.752333822786808,0.0687363045472894
0.7695229525566101,0.040942404300720256
0.7970588883161545,0.05011628300814734
0.8773419098258018,0.03327621721263795
0.8757714657187462,0.03686179349176126
0.8769301460981369,0.03410743055492222
1.0317757207751277,0.041692681898837035
1.0096249303221705,0.04218656876842872
0.9964186064600944,0.04092549086711425
0.9952798566818236,0.033824161747572926
0.987420945763588,0.03462622495737918
0.9885472726523876,0.040713110362883255
0.9925167498588562,0.03920340087821986
0.9953911454081537,0.04123025413937485
0.9941572580337524,0.03560954363864896
0.9983162865042686,0.047137764778361735
1.2482514634132384,0.05976706599933682
1.0047372952103617,0.04022609944573479
1.1628496800661088,0.05904020930737714
1.419335259795189,0.0522180023443462
0.99033371925354,0.033320395684567766
0.987097688138485,0.03539353602198958
0.9899898930191994,0.03362620457599853
1.0980534119009973,0.08769868788239849
1.224849663734436,0.046139987331708425
1.1957816649079325,0.04304288326818956
